AOSNUMBER,Agency,Type of LEA,Summary,Type of Juris,Technology,Vendor
AOS009007,Kirksville Police Department,Police,"Kirskville Police Department acquired Axon body-worn cameras for $13,323 per year in 2017.",Municipal,Body-worn Cameras,Axon
AOS009008,Oberlin Police Department,Police,"The Oberlin Police Department acquired body-worn cameras in 2014, and currently uses Axon body-worn cameras.",Municipal,Body-worn Cameras,Axon
AOS009009,Hutchinson Police Department,Police,The Hutchinson Police Department acquired body-worn cameras in 2017 and acquired Axon body-worn cameras in 2018.,Municipal,Body-worn Cameras,Axon
AOS009010,Mount Pleasant Police Department,Police,Mount Pleasant Police began using body-worn cameras as early as 2016.,Municipal,Body-worn Cameras,Axon
AOS009011,Pass Christian Police Department,Police,The Pass Christian Police Department has been using body-worn cameras since at least 2017.,Municipal,Body-worn Cameras,Axon
AOS009012,McPherson Police Department,Police,The McPherson Police Department acquired Axon body-worn cameras for all deputies in 2017.,Municipal,Body-worn Cameras,Axon
AOS009013,Watertown Police Department,Police,The Watertown Police Department acquired 36 Axon body-worn cameras in 2019.,Municipal,Body-worn Cameras,Axon
AOS009014,Newport Police Department,Police,The Newport Police purchased body-worn cameras in 2019 after a trial program with Axon body-worn cameras in 2018. NPD received a federal grant for BWCs in 2022.,Municipal,Body-worn Cameras,Axon
AOS009015,Paola Police Department,Police,Paola police planned to acquire 20 Axon body-worn cameras in 2016.,Municipal,Body-worn Cameras,Axon
AOS009017,Hudson Police Department,Police,The City of Hudson upgraded Axon body-worn camera data storage in 2019.,Municipal,Body-worn Cameras,Axon
AOS009019,Golversville Police Department,Police,The Gloversville Police Department acquired 15 Axon body cameras in 2017.,Municipal,Body-worn Cameras,Axon
AOS009024,Sarasota Police Department,Police,The Sarasota Police Department received City Commission approval in 2020 for the purchase of 122 Axon body-worn cameras with a planned 2021 launch of the body-worn camera program.,Municipal,Body-worn Cameras,Axon
AOS009029,Boston Police Department,Police,The Boston Police Department began using Axon body-worn cameras in 2019.,Municipal,Body-worn Cameras,Axon
AOS009030,San Jose Police Department,Police,The San Jose Police Department began using Axon body-worn cameras for all officers in 2016.,Municipal,Body-worn Cameras,Axon
AOS009032,Austin Independent School District Police Department,Police,Austin ISD Police Department acquired 89 new Axon body-worn cameras in 2019 and had used them for nearly 10 years prior to that.,School District,Body-worn Cameras,Axon
AOS009033,Aberdeen Police Department,Police,The Aberdeen Police Department has used Axon body-worn cameras since March 2010.,Municipal,Body-worn Cameras,Axon
AOS009035,Richardson Police Department,Police,The Richardson Police Department acquired Axon body-worn cameras in 2016 and upgraded their system in 2020.,Municipal,Body-worn Cameras,Axon
AOS009036,Sterling Police Department,Police,The Sterling Police Department began using body-worn cameras in 2016 and now uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS009037,Waterbury Police Department,Police,The Waterbury Police Department outfitted 350 of its officers with body-worn cameras in 2021.,Municipal,Body-worn Cameras,Axon
AOS009038,Goodlettsville Police Department,Police,The Goodlettsville Police Department acquired Axon body-worn cameras in 2017.,Municipal,Body-worn Cameras,Axon
AOS009039,Lafayette Police Department,Police,The Lafayette Police Department acquired 60 Axon body-worn cameras in 2016 with plans to acquire 90 more the following year.,Municipal,Body-worn Cameras,Axon
AOS009040,Salida Police Department,Police,The Salida Police Department acquired Axon body-worn cameras as early as 2020.,Municipal,Body-worn Cameras,Axon
AOS009043,Kosciusko County Sheriff's Department,Sheriff,The Kosciusko County Sheriff’s Department purchased Axon body-worn cameras in 2018.,County,Body-worn Cameras,Axon
AOS009045,Reno County Sheriff's Office,Sheriff,The Reno County Sheriff's Department began testing body-worn cameras in 2013 and purchased Axon body-worn cameras for some officers in 2015 with plans to equip all officers.,County,Body-worn Cameras,Axon
AOS009046,Clearwater Police Department,Police,The Clearwater Police Department has been using Axon body-worn cameras since at least 2019.,Municipal,Body-worn Cameras,Axon
AOS009047,University of North Carolina Asheville Police Department,Police,The University of North Carolina Asheville Police Department began using Axon body-worn cameras in 2013.,University,Body-worn Cameras,Axon
AOS009048,Clay Center Police Department,Police,The Clay Center Police Department began using Axon body-worn cameras in 2019.,Municipal,Body-worn Cameras,Axon
AOS009049,Beeville Police Department,Police,The Beeville Police Department acquired Axon body-worn cameras as early as 2014.,Municipal,Body-worn Cameras,Axon
AOS009071,Castleberry Independent School District,Police,Castleberry Independent School District acquired Axon body-worn cameras in 2020.,School District,Body-worn Cameras,Axon
AOS009076,Clinton Community School District,Police,Clinton Community School District uses Axon body-worn cameras.,School District,Body-worn Cameras,Axon
AOS009077,Denver City Police Department,Police,Denver City Texas police wearing body cameras for school shooter exercise.,County,Body-worn Cameras,Axon
AOS009084,Moore County Sheriff's Office,Sheriff,Moore County Sheriff's Office uses body-worn cameras.,County,Body-worn Cameras,Axon
AOS009098,Columbus Police Department,Police,The Columbus Police Department has been using body-worn cameras since 2015.,Municipal,Body-worn Cameras,Axon
AOS009102,Munster Police Department,Police,The Munster Police Department uses Axon body-worn cameras.,County,Body-worn Cameras,Axon
AOS009105,Lafayette Police Department,Police,The Lafayette Police Department purchased and began use of Axon body-worn cameras in 2016.,Municipal,Body-worn Cameras,Axon
AOS009109,Kosciusko County Sheriff's Office,Sheriff,The Kosciusko County Sheriff's Office tested body worn cameras from Axon in 2018 and still uses Axon body-worn cameras as of 2021.,County,Body-worn Cameras,Axon
AOS009122,Gardena Police Department,Transportation,The Gardena Police Department purchased 100 Axon Flex cameras in 2015.,Municipal,Body-worn Cameras,Axon
AOS009138,Hammond Police Department,Police,Hammond Police Department acquired body-worn cameras in 2020.,Municipal,Body-worn Cameras,Axon
AOS009212,Hudson Police Department,Police,"The Hudson Police Department received a $41,095 grant in 2021 from the Colorado Department of Public Safety Division of Criminal Justice to buy 14 body-worn cameras.",Municipal,Body-worn Cameras,Axon
AOS009254,Glenn Heights Police Department,Police,The City of Glenn Heights reported in 2019 that body-worn cameras were added to police uniforms.,Municipal,Body-worn Cameras,Axon
AOS009263,Farmers Branch Police Department,Police,Farmers Branch Police Department utilizes body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS009272,Rockford Police Department,Police,Rockford Police Department received approval from the City Council to purchase 320 body-worn cameras through a $3.3 million contract with Axon.,Municipal,Body-worn Cameras,Axon
AOS009273,Brighton Police Department,Police,Brighton Police Department began implemetation of a body-worn camera program in 2021.,Municipal,Body-worn Cameras,Axon
AOS009274,Aurora Police Department,Police,Aurora Police Department purchased 800 new body-worn cameras from Axon in 2021.,Municipal,Body-worn Cameras,Axon
AOS009276,Federal Way Police Department,Police,Federal Way Police Department acquired body-worn cameras in 2021.,Municipal,Body-worn Cameras,Axon
AOS009277,Tukwila Police Department,Police,Tukwila Police Department deployed body-worn cameras department-wide in 2017.,Municipal,Body-worn Cameras,Axon
AOS009278,Lafayette Police Department,Police,"Lafayette Police Department acquired body-worn cameras in 2021 under a five-year, $658,146 contract with Axon.",Municipal,Body-worn Cameras,Axon
AOS009280,Oklahoma County Sheriff's Office,Sheriff,Oklahoma County Sheriff's Department acquired body-worn cameras from Axon in 2021.,County,Body-worn Cameras,Axon
AOS009281,East Moline Police Department,Police,East Moline Police Department received approval in July 2021 to purchase body-worn cameras from Axon.,Municipal,Body-worn Cameras,Axon
AOS009282,Uhrichsville Police Department,Police,Uhrichsville Police Department acquired body-worn cameras for the first time in 2021.,Municipal,Body-worn Cameras,Axon
AOS009978,Santa Fe Police Department,Police,"The Santa Fe Police Department has used body-worn cameras since 2014, but switched to Axon BWCs in 2021.",Municipal,Body-worn Cameras,Axon
AOS009992,Wilmington Police Department,Police,The city of Wilminton purchased $2 million worth of Axon body-worn cameras and related services in 2020.,Municipal,Body-worn Cameras,Axon
AOS010000,Camas Police Department,Police,"The Camas City Council approved a five-year, $311,168 contract with Axon for body-worn cameras and Tasers for the Camas Police Department in October 2021.",Municipal,Body-worn Cameras,Axon
AOS010001,Marysville Police Department,Police,"In November 2021, the Marysville City Council approved a $1.3 million, 5-year contract with Axon to outfit all Marysville Police Department officers with body-worn cameras.",Municipal,Body-worn Cameras,Axon
AOS010003,Youngstown Police Department,Police,The Youngstown Police Department announced plans in January 2022 to use $1.2 million in American Rescue Plan funds to purchase 100 body-worn cameras and 150 Taser weapons from Axon.,Municipal,Body-worn Cameras,Axon
AOS010017,Jackson County Sheriff’s Office,Sheriff,"The Jackson County Sheriff's Office used COVID relief funds to purchase 24 car cameras, 49 body-worns cameras, and 33 Tasers from Axon for deputies.",County,Body-worn Cameras,Axon
AOS010025,Broussard Police Department,Police,The Broussard Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS010031,Garland Police Department,Police,The Garland Police Department uses Axon body-worn cameras.,Municipal,Body-worn Cameras,Axon
AOS010063,MiraCosta College Police Department,Police,The MiraCosta College Police Department uses Axon body-worn cameras,University,Body-worn Cameras,Axon
AOS010065,Galt Police Department,Police,"In April 2021, the Galt City Council approved the purchase of Axon body-worn cameras for the Galt Police Department.",Municipal,Body-worn Cameras,Axon
AOS010066,Mason County Sheriff’s Office,Sheriff,"In October 2021, the Mason County Commissioners approved a five-year, $100,000 contract with Axon to outfit the Mason County Sheriff's Office with body-worn cameras.",County,Body-worn Cameras,Axon
AOS010067,Jefferson Parish Sheriff's Office,Sheriff,"The Jefferson Parish Sheriff's Office signed an $8.5 million, five-year contract with Axon for 500 body-worn cameras and 277 patrol vehicle cameras in June 2021.",County,Body-worn Cameras,Axon
AOS010069,Shelton Police Department,Police,"The Shelton Board of Aldermen approved a five-year, $300,000 contract with Axon in October 2021 for body-worn cameras, dash cameras, and related video storage services.",Municipal,Body-worn Cameras,Axon
AOS010072,Lakeland Police Department,Police,"The Lakeland Police Department purchased 250 Axon body-worn cameras in late 2021, but the cameras may not be fully deployed until 2023.",Municipal,Body-worn Cameras,Axon
