AOSNUMBER,City,County,State
AOS000618,Bethlehem,"Northampton County, ‎Lehigh‎ County",PA
AOS000635,Providence,Providence County,RI
AOS000642,Rapid City,Pennington County,SD
AOS000643,Rapid City,Pennington County,SD
AOS000644,Chattanooga,Hamilton County,TN
AOS000650,San Antonio,Bexar County,TX
AOS000652,San Antonio,Bexar County,TX
AOS000661,American Fork,Utah County,UT
AOS000667,Lynchburg,,VA
AOS000674,Virginia Beach,,VA
AOS000678,Seattle,King County,WA
AOS000692,Bisbee,Cochise County,AZ
AOS000695,Sierra Vista,Cochise County,AZ
AOS000696,Marana,Pima County,AZ
AOS000697,Sahuarita,Pima County,AZ
AOS000698,South Tucson,Pima County,AZ
AOS000705,San Marcos,San Diego County,CA
AOS000708,El Cajon,San Diego County,CA
AOS000709,Escondido,San Diego County,CA
AOS000711,San Diego,San Diego County,CA
AOS000712,San Diego,San Diego County,CA
AOS000717,Las Cruces,Dona Ana County,NM
AOS000719,Brownsville,Cameron County,TX
AOS000722,Laguna Vista,Cameron County,TX
AOS000725,El Paso,El Paso County,TX
AOS000730,Alamo,Hidalgo County,TX
AOS001158,Farmersville,Tulare County,CA
AOS001174,La Habra,Orange County,CA
AOS001217,Bedford,Cuyahoga County,OH
AOS001218,Orange Cove,Fresno County,CA
AOS001219,Orange,Orange County,CA
AOS001223,Atwater,Merced County,CA
AOS001224,La Verne,Los Angeles County,CA
AOS001227,Lodi,San Joaquin County,CA
AOS001234,Oceanside,San Diego County,CA
AOS001235,Angier,Harnett County,NC
AOS001330,Peabody,Essex County,MA
AOS001550,Taunton,Bristol County,MA
AOS001551,Saratoga,Santa Clara County,CA
AOS001552,Angels Camp,Calaveras County,CA
AOS001553,Antioch,Contra Costa County,CA
AOS001558,Alhambra,Los Angeles County,CA
AOS001567,Newman,Stanislaus County,CA
AOS001569,Kennewick,Benton County,WA
AOS001571,Morgan Hill,Santa Clara County,CA
AOS001573,Mountain View,Santa Clara County,CA
AOS001576,Anaheim,Orange County,CA
AOS001577,Mebane,Alamance County,NC
AOS001579,Manhattan Beach,Los Angeles County,CA
AOS001672,West Valley,Salt Lake County,UT
AOS001673,Logan,Cache County,UT
AOS001693,Worcester,Worcester County,MA
AOS001788,Richland,Benton County,WA
AOS001799,Saratoga Springs,Saratoga County,NY
AOS001821,Baton Rouge,East Baton Rouge Parish,LA
AOS001843,Seal Beach,Orange County,CA
AOS001854,San Rafael,Marin County,CA
AOS001865,San Bruno,San Mateo County,CA
AOS001893,Oakdale,Stanislaus County,CA
AOS001894,Placerville,El Dorado County,CA
AOS001896,Atherton,San Mateo County,CA
AOS001899,Long Beach,Los Angeles County,CA
AOS001902,Los Gatos,Santa Clara County,CA
AOS001907,Pleasanton,Alameda County,CA
AOS001908,Placentia,Orange County,CA
AOS001917,Columbus,Franklin County,OH
AOS001922,Duluth,Saint Louis County,MN
AOS001923,Elyria,Lorain County,OH
AOS001925,RIchmond,Fort Bend County,TX
AOS001926,Pasco,Franklin County,WA
AOS001927,Franklin,Warren County,OH
AOS001931,Sanger,Fresno County,CA
AOS001934,Kennewick,Benton County,WA
AOS001937,Lebanon,Warren County,OH
AOS001938,Long View,Catawba County,NC
AOS001944,Little Falls,Morrison County,MN
AOS001945,New Berlin,Waukesha County,WI
AOS001949,Ocean City,Worcester County,MD
AOS001959,South Lake Tahoe,El Dorado County,CA
AOS001960,South Pasadena,Los Angeles County,CA
AOS001964,Sausalito,Marin County,CA
AOS002031,Cumberland,Providence County,RI
AOS002084,Selah,Yakima County,WA
AOS002150,Wheaton,DuPage County,IL
AOS002159,Annapolis,Anne Arundel County,MD
AOS002172,Williamsburg,,VA
AOS002173,Bel Air,Hartford County,MD
AOS002174,Ellicot City,Howard County,MD
AOS002175,Pierre,Hughes County,SD
AOS002178,McPherson,McPherson County,SD
AOS002180,Hot Springs,Oblala Lakota County,SD
AOS002181,Bison,Perkins County,SD
AOS002184,Centreville,Queen Anne County,MD
AOS002189,Madison,Lake County,SD
AOS002193,Martin,Bennett County,SD
AOS002196,Bay Harbor,Miami-Dade County,FL
AOS002197,Wauchula,Hardee County,FL
AOS002200,Lighthouse Point Police Department,Broward County,FL
AOS002204,Homestead,Miami-Dade County,FL
AOS002213,Savannah,Chatham County,GA
AOS002217,Lawrenceville,Gwinnett County,GA
AOS002220,Loganville,Walton County,GA
AOS002224,Tybee Island,Chatham County,GA
AOS002227,Little Rock,Pulaski County,AR
AOS002234,Libertyville,Lake County,IL
AOS002243,Kenner,Jefferson Parish,LA
AOS002254,Yakima,Yakima County,WA
AOS002259,Sunnyvale,Santa Clara County,CA
AOS002279,Portland,Multnomah County,OR
AOS002282,Buckley,Pierce County,WA
AOS002286,Tremonton-Garland,Box Elder County,UT
AOS002307,Newberg,Yamhill County,OR
AOS002316,Bloomington,McLean County,IL
AOS002318,Columbus,Franklin County,OH
AOS002319,Columbus,Franklin County,OH
AOS002326,Elizabethtown,Hardin Couny,KY
AOS002601,Brainerd,Crow Wing County,MN
AOS002603,Moorhead,Clay County,MN
AOS002617,Madelia,Watonwan County,MN
AOS002619,Big Lake,Sherburne County,MN
AOS002621,Becker,Sherburne County,MN
AOS002626,Maplewood,Ramsey County,MN
AOS002644,Brainerd,Crow Wing County,MN
AOS002647,Inver Grove Heights,Dakota County,MN
AOS002657,St. Louis Park,Hennepin County,MN
AOS002659,Mendota Heights,Dakota County,MN
AOS002661,Andover,Anoka County,MN
AOS002676,Bloomington,Hennepin County,MN
AOS002682,West Saint Paul,Dakota County,MN
AOS002686,Waite Park,Stearns County,MN
AOS002688,Maplewood,Ramsey County,MN
AOS002690,Rochester,Olmsted County,MN
AOS002696,Blaine,Anoka County,MN
AOS002698,Lakeville,Dakota County,MN
AOS002701,Minneapolis,Hennepin County,MN
AOS002704,Jordan,Scott County,MN
AOS002710,Columbia Heights,Anoka County,MN
AOS002739,Tracy,San Joaquin County,CA
AOS002741,Ventura,Ventura County,CA
AOS002742,Willits,Mendocino County,CA
AOS002743,Winters,Yolo County,CA
AOS002745,Whittier,Los Angeles County,CA
AOS002746,Yuba City,Sutter County,CA
AOS002827,Los Angeles,Los Angeles County,CA
AOS002830,Oakland,Alameda County,CA
AOS002836,Visalia,Tulare County,CA
AOS002845,Beaver,Beaver County,UT
AOS002849,Punta Gorda,Charlotte County,FL
AOS002850,Clearwater,Pinellas County,FL
AOS002852,Longwood,Seminole County,FL
AOS002853,Bradenton,Manatee County,FL
AOS002854,Melbourne,Brevard County,FL
AOS002856,North Miami Beach,Miami-Dade County,FL
AOS002863,Salt Lake City,Salt Lake County,UT
AOS002867,Draper City,"Utah County, Salt Lake County",UT
AOS002868,Provo,Utah County,UT
AOS002874,Largo,Pinellas County,FL
AOS002875,Winter Haven,Polk County,FL
AOS002878,Lockport,Niagara County,NY
AOS002886,Hurricane City,Washington County,UT
AOS002888,Rialto,San Bernardino County,CA
AOS004342,Bloomington,McLean County,IL
AOS004354,Chicago,Cook County,IL
AOS004359,East Peoria,Tazewell County,IL
AOS004360,Elgin,"Kane County, Cook County",IL
AOS004361,Evanston,Cook County,IL
AOS004381,Moline,Rock Island County,IL
AOS004395,Rock Island,Rock Island County,IL
AOS004401,Springfield,Sangamon County,IL
AOS004419,Lewiston,Nez Perce County,ID
AOS004420,Amarillo,Potter County,TX
AOS004421,Burnsville,Dakota County,MN
AOS004422,Binghamton,Broome County,NY
AOS004427,Braidwood,Will County,IL
AOS004432,Janesville,Rock County,WI
AOS004438,Murrieta,Riverside County,CA
AOS004439,Louisville,Jefferson County,KY
AOS004441,Kodiak,Kodiak Island County,AK
AOS004443,Live Oak,Suwannee County,FL
AOS004445,Porterville,Tulare County,CA
AOS004446,Valdosta,Lowndes County,GA
AOS004447,Ashland,Jackson County,OR
AOS004448,Carrollton,"Collin County, Dallas County, Denton County",TX
AOS004449,Gastonia,Gaston County,NC
AOS004450,Decatur,DeKalb County,GA
AOS004451,Huntington Beach,Orange County,CA
AOS004452,East Lansing,Ingham County,MI
AOS004458,Carlisle,Cumberland County,PA
AOS004459,Staunton,,VA
AOS004460,Whiteville,Columbus County,NC
AOS004463,Butte,"Butte County, Silver Bow County",MT
AOS004466,East Peoria,Tazewell County,IL
AOS004469,Castleton-On-Hudson,Rensselaer County,NY
AOS004470,Westerville,"Franklin County, Delware County",OH
AOS004479,Richmond,Contra Costa County,CA
AOS004481,Sheboygan,Sheboygan County,WI
AOS004482,Hamilton,Mercer County,NJ
AOS004485,Salisbury,Rowan County,NC
AOS004488,Columbus,Stillwater County,MT
AOS004490,Sandusky,Erie County,OH
AOS004493,Newark,Essex County,NJ
AOS004509,Minneapolis,Hennepin County,MN
AOS004584,Oxford,Lafayette County,MS
AOS004754,Westfield,Union County,NJ
AOS004758,Voorhees,Camden County,NJ
AOS004791,Broken Bow,McCurtain County,OK
AOS004792,Choctaw,Oklahoma County,OK
AOS004799,Hollis,Harmon County,OK
AOS004800,Idabel,McCurtain County,OK
AOS004808,Perkins,Payne County,OK
AOS004810,Sallisaw,Sequoyah County,OK
AOS004815,The Village,Oklahoma County,OK
AOS004816,Wagoner,Wagoner County,OK
AOS004817,Walters,Cotton County,OK
AOS004823,Muldrow,Sequoyah County,OK
AOS006802,Westminster,Orange County,CA
AOS006806,Hastings,Barry County,MI
AOS006809,Okemos,Ingham County,MI
AOS006813,Valdosta,Countyof Lowndes,GA
AOS006815,Albany,Albany County,NY
AOS006816,Fullerton,Orange County,CA
AOS006826,Wooster,Wayne County,OH
AOS006827,Raton,Colfax County,NM
AOS006829,Taos,Taos County,NM
AOS006834,Mount Shasta,Siskiyou County,CA
AOS006836,Wentzville,St. Charles County,MO
AOS006838,Rock Falls,Whiteside,IL
AOS006839,Delhi Township,Hamilton,OH
AOS006841,Tyler,Smith County,TX
AOS006843,The Village,Oklahoma County,OK
AOS006845,Windsor,Isle of Wight County,VA
AOS006849,Ellisville,St. Louis County,MO
AOS006854,Stafford,Fort Bend County,TX
AOS006856,Bridgeton,Cumberland County,NJ
AOS006858,Santa Cruz,Santa Cruz County,CA
AOS006982,White Plains,Westchester County,NY
AOS006986,Buckeye,Maricopa County,AZ
AOS007013,Moberly,Randolph County,MO
AOS007023,Shelby Charter Township,Macomb County,MI
AOS007025,Inkster,Wayne County,MI
AOS007030,Taylor,Wayne County,MI
AOS007146,Altamonte Springs,Seminole County,FL
AOS007158,Miami Beach,Miami-Dade County,FL
AOS007229,St. Paul,Ramsey County,MN
AOS007230,Daytona Beach,Volusia County,FL
AOS007231,Seaside,Monterey County,CA
AOS007232,Morristown,"Jefferson County, Hamblen County",TN
AOS007235,Surprise,Maricopa County,AZ
AOS007236,Easton,Talbot County,MD
AOS007247,Fort Lupton,Weld County,CO
AOS007248,Milton,Chittenden County,VT
AOS007249,Darien,Fairfield County,CT
AOS007251,Athens,Athens County,OH
AOS007253,Pueblo,Pueblo County,CO
AOS007254,Merced,Merced County,CA
AOS007255,Livermore,Alameda County,CA
AOS007256,Barberton,Summit County,OH
AOS007257,Mount Holly,Gaston County,NC
AOS007258,Grand Junction,Mesa County,CO
AOS007419,Joliet,Will County,IL
AOS007420,Nevada City,Nevada County,CA
AOS007421,Truckee,Nevada County,CA
AOS007427,Harrisburg,Saline County,IL
AOS007433,Roselle,DuPage County,IL
AOS007439,Fairfield,Wayne County,IL
AOS007469,Rock Springs,Sweetwater County,WY
AOS007477,Roswell,Chaves County,NM
AOS007483,Mesa,Maricopa County,AZ
AOS007485,St. Johns,Apache County,AZ
AOS007494,Portland,Cumberland County,ME
AOS007514,Longmont,"Weld County, Boulder County",CO
AOS007515,Loveland,Larimer County,CO
AOS007517,Elizabeth,Elbert County,CO
AOS007518,Jupiter,Palm Beach County,FL
AOS007519,Gurnee,Lake County,IL
AOS007550,Ithaca,Tompkins County,NY
AOS007601,Minot,Ward County,ND
AOS007621,Bluefield,Mercer County,WV
AOS007624,Fort Worth,Tarrant County,TX
AOS007630,West Wendover,Elko County,NV
AOS007634,Eureka,Eureka County,NV
AOS007636,Ely,White Pine County,NV
AOS007638,Battle Mountain,Lander County,NV
AOS007641,Pioche,Lincoln County,NV
AOS007660,Alamogordo,Otero County,NM
AOS007700,Summit,Union County,NJ
AOS007701,Pepper Pike,Cuyahoga County,OH
AOS007702,Fort Worth,Tarrant County,TX
AOS007703,College Station,Brazos County,TX
AOS007704,Lakeway,Travis County,TX
AOS007714,Medford,Jackson County,OR
AOS007731,Fayetteville,Washington County,AR
AOS007736,San Jose,Santa Clara County,CA
AOS007742,San Francisco,San Francisco County,CA
AOS007743,Fort Collins,Larimer County,CO
AOS007744,Boulder,Boulder County,CO
AOS007749,Barnsville,Lamar County,GA
AOS007751,Atlanta,"DeKalb County, Fulton County",GA
AOS007758,Groton,New London County,CT
AOS007772,Stony Brook,Suffolk County,NY
AOS007773,Kent,King County,WA
AOS007780,Knoxville,Knox County,TN
AOS007781,Austin,Travis County,TX
AOS007885,Kirksville,Adair County,MO
AOS007887,Gardena,Los Angeles County,CA
AOS007888,Ontario,San Bernardino County,CA
AOS007889,Asheville,Buncombe County,NC
AOS007890,Milpitas,Santa Clara County,CA
AOS007892,West Palm Beach,Palm Beach County,FL
AOS007897,Cleveland,Cuyahoga County,OH
AOS007902,Colton,San Bernardino County,CA
AOS007929,Manassas,,VA
AOS007989,Prescott,Yavapai County,AZ
AOS007993,Buda,Hays County,TX
AOS007995,Richmond,"Chesterfield County, Henrico County",VA
AOS007997,Whitewater,"Jefferson County, Walworth County",WI
AOS008000,Bristol,Hartford County,CT
AOS008042,University Park,Prince George's County,MD
AOS008045,Hampton,,VA
AOS008057,Baltimore,,MD
AOS008059,Lakeport,Lake County,IL
AOS008060,Zephyrhills,Pasco County,FL
AOS008061,Clinton,Clinton County,IA
AOS008064,Fort Worth,Tarrant County,TX
AOS008066,Texarkana,Bowie County,TX
AOS008257,Avondale Estates,DeKalb County,GA
AOS008259,Dunwoody,DeKalb County,GA
AOS008260,Decatur,DeKalb County,GA
AOS008261,Doraville,DeKalb County,GA
AOS008264,Johns Creek,Fulton County,GA
AOS008266,Chattahoochee Hills,Fulton County,GA
AOS008267,Fairburn,Fulton County,GA
AOS008268,Sandy Springs,Fulton County,GA
AOS008272,Union City,Fulton County,GA
AOS008282,Durham,Durham County,NC
AOS008696,Gainesville,Alachua County,FL
AOS008703,Pittsburgh,Allegheny County,PA
AOS008715,Reno,Washoe County,NV
AOS008716,Leander,"Travis County, Williamson County",TX
AOS008717,Chesterfield,Chesterfield County,VA
AOS008719,Davenport,Scott County,IA
AOS008720,Menifee,Riverside County,CA
AOS008729,Wyandotte,Wayne County,MI
AOS008746,Hazel Park,Oakland County,MI
AOS008749,Westland,Wayne County,MI
AOS008754,Ann Arbor,Washtenaw County,MI
AOS008756,Royal Oak,Oakland County,MI
AOS008758,Garden City,Wayne County,MI
AOS008763,Plymouth,Wayne County,MI
AOS008764,Riverview,Wayne County,MI
AOS008765,Southgate,Wayne County,MI
AOS008849,Hopewell,,VA
AOS008850,Abington,Montgomery County,PA
AOS008853,Marion,Linn County,IA
AOS008854,Asheboro,Randolph County,NC
AOS008856,Cumming,Forsyth County,GA
AOS008857,Fort Pierce,St. Lucie County,FL
AOS008858,Greenbelt,Prince George's County,MD
AOS008860,Coppell,"Denton County, Dallas County",TX
AOS008861,Gillete,Campbell County,WY
AOS008862,Williamsburg,James City County,VA
AOS008867,National City,San Diego County,CA
AOS008869,North Richland Hills,Tarrant County,TX
AOS008887,Ferguson,St. Louis County,MO
AOS008898,Chesterfield,St. Louis County,MO
AOS008902,Portsmouth,,VA
AOS008903,National City,San Diego County,CA
AOS008905,North Richland Hills,Tarrant County,TX
AOS008910,Elkton,Cecil County,MD
AOS008911,Sheridan,Arapahoe County,CO
AOS008968,Binghamton,Broome County,NY
AOS008969,Dibble,McClain County,OK
AOS008970,Maryville,Blount County,TN
AOS008972,Logan,Hocking County,OH
AOS008975,New Port Richey,Pasco County,FL
AOS008977,Winston-Salem,Forsyth County,NC
AOS008979,Sarasota,Sarasota County,FL
AOS009006,Hillsborough,Orange County,NC
AOS009007,Kirksville,Adair County,MO
AOS009008,Oberlin,Lorain County,OH
AOS009009,Hutchinson,McLeod County,MN
AOS009010,Mount Pleasant,Maury County,TN
AOS009011,Pass Christian,Harrison County,MS
AOS009012,McPherson,McPherson County,KS
AOS009013,Watertown,"Dodge County, Jefferson County",WI
AOS009014,Newport,Newport County,RI
AOS009015,Paola,Miami County,KS
AOS009017,Hudson,Weld County,CO
AOS009019,Gloversville,Fulton County,NY
AOS009024,Sarasota,Sarasota County,FL
AOS009029,Boston,Suffolk County,MA
AOS009030,San Jose,Santa Clara County,CA
AOS009032,Austin,Travis County,TX
AOS009033,Aberdeen,Brown County,SD
AOS009035,Richardson,"Collin County, Dallas County",TX
AOS009036,Sterling,Logan County,CO
AOS009037,Waterbury,New Haven County,CT
AOS009038,Goodlettsville,"Sumner County, Davidson County",TN
AOS009039,Lafayette,Lafayette Parish,LA
AOS009040,Salida,Chaffee County,CO
AOS009043,Warsaw,Kosciusko County,IN
AOS009045,Hutchinson,Reno County,KS
AOS009046,Clearwater,Sedgwick County,KS
AOS009047,Asheville,Buncombe County,NC
AOS009048,Clay Center,Clay County,KS
AOS009049,Beeville,Bee County,TX
AOS009071,Fort Worth,Tarrant County,TX
AOS009076,Clinton,Clinton County,IA
AOS009077,Denver City,Yoakum County,TX
AOS009084,Carthage,Moore County,NC
AOS009098,Columbus,Bartholomew County,IN
AOS009102,Munster,Lake County,IN
AOS009105,Lafayette,Tippecanoe County,IN
AOS009109,Warsaw,Kosciusko County,IN
AOS009122,Gardena,Los Angeles County,CA
AOS009138,Hammond,Tangipahoa Parish,LA
AOS009212,Hudson,Weld County,CO
AOS009254,Glenn Heights,Dallas County,TX
AOS009263,Farmers Branch,Dallas County,TX
AOS009272,Rockford,Winnebago County,IL
AOS009273,Brighton,Adams County; Weld County,CO
AOS009274,Aurora,Arapahoe County,CO
AOS009276,Federal Way,King County,WA
AOS009277,Tukwila,King County,WA
AOS009278,Lafayette,Boulder County,CO
AOS009280,Oklahoma City,Oklahoma County,OK
AOS009281,East Moline,Rock Island County,IL
AOS009282,Uhrichsville,Tuscarawas County,OH
AOS009978,Santa Fe,Santa Fe County,NM
AOS009992,Wilmington,New Castle County,DE
AOS010000,Camas,Clark County,WA
AOS010001,Marysville,Snohomish County,WA
AOS010003,Youngstown,Mahoning County,OH
AOS010017,Jackson,Jackson County,MI
AOS010025,Broussard,"St. Martin Parish, Lafayette Parish",LA
AOS010031,Garland,Dallas County,TX
AOS010063,Oceanside,San Diego County,CA
AOS010065,Galt,Sacramento County,CA
AOS010066,Maysville,Mason County,KY
AOS010067,Harvey,Jefferson Parish,LA
AOS010069,Shelton,Fairfield County,CT
AOS010072,Lakeland,Polk County,FL
AOS010099,Hayward,Alameda County,CA
AOS010105,Turlock,Stanislaus County,CA
AOS010861,Hazleton,Luzerne County,PA
AOS010886,Smackover,Union County,AR
AOS010888,Prescott Valley,Yavapai County,AZ
AOS011030,Bismarck,Burleigh County,ND
AOS011071,Alamo Heights,Bexar County,TX
AOS011075,Cedar Hill,Dallas County,TX
AOS011080,Dallas,Dallas County,TX
AOS011100,Belton,Bell County,TX
AOS011116,Concordia,Cloud County,KS
AOS011175,Huntley,McHenry County,IL
AOS011177,Lakeland,Polk County,FL
AOS011183,Romeoville,Will County,IL
AOS011227,Chester,Delaware County,PA
AOS011232,Corning,Steuben County,NY
AOS011247,Burgaw,Pender County,NC
AOS011248,Burgaw,Pender County,NC
AOS011252,Bensalem,Bucks County,PA
AOS011261,Devon,Chester County,PA
AOS011313,Lancaster,Lancaster County,PA
AOS011318,Yardley,Bucks County,PA
AOS011322,Lancaster,Lancaster County,PA
AOS011384,Lyons,Wayne County,NY
AOS011396,New Castle,Lawrence County,PA
AOS011407,Quakertown,Bucks County,PA
AOS011408,Pittsburgh,Allegheny County,PA
AOS011418,Aston,Delaware County,PA
AOS011419,Marcus Hook,Delaware County,PA
AOS011424,King of Prussia,Montgomery County,PA
AOS011430,Whitehall Township,Lehigh County,PA
AOS011433,Norristown,Montgomery County,PA
AOS011443,San Mateo,San Mateo County,CA
AOS011480,Dickinson,Stark County,ND
