Wreck_Name,Wreck_No,Classification,Place_of_Loss,Date_of_Loss,DD_Lat,DD_Long,Source_of_Co_ordinate,Description,Record_Source,Date_of_Loss_Year_Only
Unknown,W15781,Unknown,"Mizen Head, 120 miles S. of",13/09/1926,49.7,-9.83333,Lloyd's List (floating wreckage),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 34, 965, Wednesday 15th September 1926.",1926
Unknown,W16005,Unknown,"Cape Clear, c. 125 miles SSW of",28/01/1921,49.7,-10.51667,Lloyd's List (floating wreck),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 33, 240, Saturday 28th January 1921.",1921
Discovery (MV),W09593,Unknown,English Channel W approaches,29/01/2007,49.68333,-10.28333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,2007
Unknown,W10978,Unknown,Unknown,Unknown,49.66667,-10.08333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W10979,Unknown,Unknown,Unknown,49.66667,-10.08333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W15223,Unknown,"49 40 N, 10 24 W",16/07/1897,49.66667,-10.4,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 18, 680 Tue. 20th Jul. 1897, 11 c.27.",1897
Faro Ons (SS),W09656,Steamship,"Fastnet, 225km SW",18/06/1940,49.65,-11,www.wrecksite.eu,108-ton Spanish fishing trawler sunk by the U-32 . Six of the 13 crew were lost.,www.wrecksite.eu,1940
Pendragon B,W09945,Unknown,Unknown,17/10/2000,49.65,-10.84167,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,2000
St. Pierre,W10056,Unknown,Unknown,1/10/17,49.63333,-9.08333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,UKHO,1917
Unknown,W15079,Unknown,"49 38N, 9 16W",19/11/1891,49.63333,-9.26667,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 16, 920 Fri. 19th Nov. 1891, 8 c.21.",1891
Pembroke,W09942,Unknown,Unknown,1/1/01,49.61667,-10.98333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,2001
Unknown,W18488,Unknown,"Cape Clear, c. 140 miles SSW of",21/10/1904,49.61667,-11,Lloyd's List (floating wreckage),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List No. 20, 936, Monday 24th October 1904.",1904
No name,W09906,Unknown,English Channel W approaches,20/11/2000,49.6045,-11.11717,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,2000
Plawsworth (SS),W09954,Steamship,"Bishop Rock, 105 miles W by N",13/07/1918,49.6,-9.16667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1914-18, 93.",1918
Unknown,W15136,Unknown,"49 36 N, 10 W",19/04/1894,49.6,-10,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 17, 663 Thurs. 12th April 1894, 10, 5, c.16.",1894
Unknown,W15204,Unknown,"49 36 N, 14 40 W / various locations close",19/11/1896,49.6,-14.66667,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 18, 478 Mon. 23rd Nov. 1896, 5 c.18; Lloyd’s List, No. 18, 479 Tue. 24th Nov. 1896, 3; Lloyd’s List, No. 18, 491 Tue. 8th Dec. 1896, 11; Lloyd’s List, No. 18, 500 Fri. 18th Dec. 1896, 9.",1896
Unknown,W15317,Unknown,"Cape Clear, c. 163 miles SW of",1/4/20,49.6,-11.86667,Lloyd's List (floating wreck),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 32, 987, Tuesday 6th April 1920.",1920
Unknown,W16881,Unknown,"Cape Clear, c. 130 miles S. of",31/03/1902,49.58333,-9,Lloyd's List (floating wreckage),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 20, 141, Thursday, 3rd April 1902; LL 20, 144, Monday, 7th April 1902; LL 20, 151; Tuesday, 15th April 1902.",1902
Isis (MV),W09755,Unknown,English Channel W approaches,8/11/36,49.56667,-10.85,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 349.",1936
Unknown,W15557,Unknown,"Galley Head, 135 miles S. of",27/04/1923,49.56667,-9,Lloyd's List (floating wreckage),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 33, 926, Saturday 28th April 1923.",1923
Adamandios Georgandis (SS),W09375,Merchant Vessel,"Mizzen Head, 120NM SW of",19/06/1940,49.56217,-11.08267,UKHO Wreck Data,We regret that we are unable to supply descriptive details for this record at present.,UKHO Wreck Data; www.wrecksite.eu,1940
Unknown,W10976,Unknown,Unknown,Unknown,49.55,-10.4,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W10977,Unknown,Unknown,Unknown,49.55,-10.76667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W10975,Unknown,Unknown,Unknown,49.51667,-10.93333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W15361,Unknown,"Cape Clear, c. 175 miles SW of",12/11/20,49.51667,-12.13333,Lloyd's List (floating wreck),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 33, 176, Saturday 13th November 1920.",1920
Rhyl (HMS),W09975,Unknown,Unknown,27/07/1985,49.51,-11.50833,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1985
Carpathia (RMS),W09528,Liner,"Cape Clear, 124nm SSW",17/07/1918,49.5,-10.71667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 124; BVLS 1914-18, 93; www.wrecksite.eu",1918
Unknown,W10990,Unknown,Unknown,Unknown,49.5,-9.61667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Vapper (SS),W11658,Steamship,Unknown,6/7/40,49.5,-9.25,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1940
Sunderland,W12109,Ship,"49º 30´ N., 11º W. (abandoned)",14/03/1869,49.5,-11,"Parliamentary Papers 1870, LX",We regret that we are unable to supply descriptive details for this record at present.,"PP 1870 LX, 87.",1869
Glendower (SS),W12721,Steamship,"49 30 N, 10 W",22/12/1888,49.5,-10,,We regret that we are unable to supply descriptive details for this record at present.,"PP 1890, LXVI, 156.",1888
Kwarra (SS),W14574,Steamship,"49 30 N, 13 30 W",10/2/19,49.5,-13.5,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 32, 638, Tue. 11th Feb. 1919, 7 c.22.",1919
Unknown,W14658,Unknown,"49 30 N, 10 39 W / 49 30 N, 10 39 W / 49 29 N, 10 33 W",1/7/16,49.5,-10.65,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 31, 809, Wed. 31st May 1916, 6; Lloyd’s List, No. 31, 818, Sat. 10th Jun. 1916, 6; Lloyd’s List, No. 31, 836, Sat. 1st Jul. 1916, 13.",1916
Unknown,W15100,Unknown,"49 30 N, 15 10 W /  50 N, 16 W",08/07/1892,49.5,-15.16667,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 17, 123 Sat. 16th Jul. 1892, 7, c.20

Boston, Jul. 6.- British steamer Otranto, from Antwerp, reports: Jun. 22, lat. 49, 30 N. long. 15 10 W. fell in with a vessel, about 650 tons, bottom up, apparently newly coppered, but a short time in that condition. A quantity of floating timber was in the vicinity of the wreck. 


Lloyd’s List, No. 17, 125 Tue. 19th Jul. 1892, 8, c.26.",1892
Framfart,W17273,Barque,"Mizen Head, 135 Miles S. of",25/01/1908,49.5,-10.08333,Lloyd's List (abandoned),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 21, 949, Monday 27th January 1908; LL 21, 950, Tuesday 28th January 1908; LL 21, 961, Monday 10th February 1908.",1908
Unknown,W17345,Barque,"Cape Clear, c. 190 miles SW of",18/01/1882,49.5,-12.65,Lloyd's List (Abandoned vessel),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List No. 21, 136, Tuesday 24th January 1882; LL No. 21, 142, Tuesday 31st January 1882.",1882
Unknown,W17657,Barque,"Cape Clear, c. 220 miles SW of",13/12/1888,49.5,-13.5,Lloyd's List (floating vessel),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List No. 16, 016, Friday 21st December 1888.",1888
Mimosa (SS),W08643,Steamship,"Fastnet, 137 miles SW by S of",4/9/15,49.48833,-11.59417,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"PP 1919, Vol. XLII, 10 (636); BVLS 1914-18, 10; Lloyd’s List, No. 31, 584, Tue. 7th Sept. 1915, 7 c.21.",1915
Unknown,W13981,Unknown,"Baltimore, 175 miles SW of",24/06/1945,49.48333,-12.41667,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 40, 734, Friday 22nd June 1945.",1945
San Alberto (MV) (bow),W18556,Tanker,"Cape Clear, 118nm S by W",Unknown,49.46717,-9.85067,UKHO Wreck Data,"7,397-ton motor vessel tanker owned by the Eagle Oil & Ship-ping Company, Ltd., London. Built in 1935 by Lithgows, Ltd., Port Glasgow. Torpedoed and sunk by a German u-boat. The stern part of the tanker sank at 49 20N, 09 51W, approximately 16km SE of the bow. See W10006 for further detail.","BVLS 1939-45, 3; Lloyd’s List, No. 39, 035, Thursday 14th Dec. 1939, 4 c.33; Lloyd’s List, No. 39, 037 Sat. 16th Dec. 1939, 5; Lloyd’s List, No. 39, 037, Sat. 16th Dec. 1939, 4
c.31; Lloyd’s List, No. 39, 046, Fri. 29th Dec. 1939, 5; Lloyd’s List, No. 39, 046, Fri. 29th Dec. 1939, 4 c.34; UKHO Wreck Data",
Cabo Villano,W09506,Trawler,"Fastnet Rock, 162nm SW",8/3/80,49.46667,-12.51667,www.wrecksite.eu,"Wreck site of a Spanish trawler.
----------------------------",www.wrecksite.eu,1980
Parthenia (SS),W09938,Steamship,"Bishop Rock, 140 miles W by N / English Channel W approaches",6/6/17,49.46667,-9.25,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1914-18, 53.",1917
Briarley,W12257,Barque,"49º 28' N., Lon. 11º 16' W.",12/12/1874,49.46667,-11.26667,"Parliamentary Papers 1880, LXVI",We regret that we are unable to supply descriptive details for this record at present.,"PP 1880 LXVI, 78-9.",1874
Unknown,W10989,Unknown,Unknown,Unknown,49.4625,-9.5875,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W10993,Unknown,Unknown,Unknown,49.45667,-9.08333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W16213,Unknown,"Cape Clear, c. 180 miles SSW of",21/08/1900,49.45,-11.81667,Lloyd's List (floating wreckage),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 19, 643, Friday, 24th August 1900.",1900
Jessie (SS),W09768,Steamship,"Bishop Rock, 260 miles W ½ S / English Channel W approaches",16/06/1917,49.44817,-13.10783,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1914-18, 55.",1917
Dora,W09596,Unknown,English Channel W approaches,4/9/18,49.43333,-12.6,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 191.",1918
Swan (SS),W16020,Steam Trawler,"Cape Clear, c. 160 miles SW of",8/3/21,49.43333,-11.23333,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 33, 273, Wednesday 9th March 1921.",1921
Thrasyvoulos (SS),W10097,Steamship,"Ireland, 160 miles W of",30/10/1939,49.4175,-11.30111,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 699; Lloyd’s List, No. 39, 001, Sat. 4th Nov. 1939, 4 c.28; Lloyd’s List, No. 39, 028, Wed. 6th Dec. 1939, 4 c.33.",1939
Altair (SS),W09388,Merchant Vessel,Unknown,18/06/1940,49.41667,-12.3,UKHO,We regret that we are unable to supply descriptive details for this record at present.,UKHO.,1940
Parthenon (SS),W09939,Steamship,English Channel W approaches,3/4/17,49.41667,-11.96667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 542.",1917
County Of Edinburgh,W12571,Ship,Unknown,21/02/1904,49.41667,-12.33333,,We regret that we are unable to supply descriptive details for this record at present.,"PP 1905, LXXI, 163.",1904
Unknown,W15350,Unknown,"Cape Clear, c. 260 miles SW of",7/10/20,49.41667,-14.48333,Lloyd's List (floating wreck),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 33, 147, Monday 11th October 1920; LL 33, 147, Monday 11th October 1920.",1920
Unknown,W15359,Unknown,"Cape Clear, c. 225 miles SW of",6/11/20,49.41667,-13.51667,Lloyd's List (floating wreck),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 33, 168, Thursday 4th November 1920; LL 33, 171, Monday 8th November 1920.",1920
Isis (MV),W09754,Unknown,"Unknown / 49 34 N, 11 9 W",8/11/36,49.41562,-10.77698,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 38, 084, Mon., 9th Nov. 1936, 6 col 22; Lloyd’s List, No. 38, 084, Mon., 9th Nov. 1936, 8; Lloyd’s List, No. 38, 085, Tue., 10th Nov. 1936, 6 col 23; Lloyd’s List, No. 38, 085, Tue., 10th Nov. 1936, 8; Lloyd’s List, No. 38, 086, Wed., 11th Nov. 1936, 6 col 27; Lloyd’s List, No. 38, 087, Thursday, 12th Nov. 1936, 6 cols 18-19; Lloyd’s List, No. 38, 123, Thursday, 24th Dec. 1936, 6; Lloyd’s List, No. 38, 123, Thursday, 24th Dec. 1936, 11.",1936
Songa (SS) ?,W10046,Unknown,"Cape Clear, 250km SW",22/01/1940,49.4,-11.16667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,UKHO,1940
Unknown,W10987,Unknown,Unknown,Unknown,49.4,-9.91667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W10988,Unknown,Unknown,Unknown,49.4,-9.91667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Argyll (SS),W09416,Steamship,"Bishop Rock, 110 miles W / English Channel W approaches",13/04/1917,49.38333,-9.11667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 45; BVLS 1914-18, 42.",1917
Union,W12334,Barquentine,"49º 23' N., Long. 11º 58' W.",03/02/1883,49.38333,-11.96667,"Parliamentary Papers 1884, LXXI",We regret that we are unable to supply descriptive details for this record at present.,"PP 1884 LXXI, 90; PP 1886 LIX, 126-7.",1883
Unknown,W16028,Unknown,"Cape Clear, c. 140 miles S of",8/3/21,49.38333,-9.26667,Lloyd's List (floating wreckage),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 33, 274, Thursday 10th March 1921.",1921
Unknown,W10974,Unknown,Unknown,Unknown,49.36945,-10.71583,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Estornino,W09645,Unknown,Unknown,28/09/1996,49.35,-10.85,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1996
U-41,W10229,Submarine,English Channel W approaches,5/2/40,49.35,-10.06667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1940
Unknown,W10986,Unknown,Unknown,Unknown,49.35,-9.38333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W15780,Unknown,"Cape Clear, 230 miles SW of",Unknown,49.35,-13.48333,Lloyd's List (floating boat),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 34, 924, Wednesday 28th July 1926.",
Unknown,W16767,Unknown,"Cape Clear, c. 145 miles S. of",29/06/1901,49.35,-9.76667,Lloyd's List (floating wreck),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 19, 911, Saturday 6th July 1901.",1901
Carl (SS),W09523,Steamship,Unknown,7/7/18,49.33333,-9.66667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1918
Kilpurney (SS),W09787,Steamship,English Channel W approaches,15/01/1917,49.33333,-9.16667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1917
